owner_id,owner_first_name,owner_last_name,owner_email,owner_phone,owner_address,dog_id,dog_name,dog_breed,dog_age,dog_gender,order_id,order_date,product_id,quantity,subtotal,product_name,product_price,product_description,transaction_id,veterinarian_id,veterinarian_first_name,veterinarian_last_name,veterinarian_specialization,veterinarian_contact,appointment_id,appointment_date,appointment_purpose
e64eecb3-1670-4c6b-b553-76c79d628e5d,Amélie,Rossi,amélie.rossi@gmail.com,+33 (0)2 97 01 62 18,"4, boulevard Robert
19931 Guilbert",cfe4f3f5-2915-4637-b29a-d11c63f652b6,Jackson,Shetland Sheepdog,64,Male,4237d4ef-c34a-4a15-a6b1-9cdfe5e685bb,2024-01-20,17,6,149.94,Dog Raincoat,24.99,Water-resistant dog raincoat,4237d4ef-c34a-4a15-a6b1-9cdfe5e685bb_20200729144506,a13e1369-e539-4fa0-b9b9-d129f1d3770f,Gabriel,Da Silva,dent,0695776491,31e923d6-0a4f-4ba1-b1ea-fcff1639b25c,2024-02-15,Situation verre contenir puis fine combat.
175f8bd1-d16f-4e3c-aff8-698658a444c8,Camille,Rolland,camille.rolland@gmail.com,+33 5 55 32 85 90,"66, avenue Roland Klein
63515 Boucher",9d145196-eda2-494b-a51a-bcf7fe9d4987,Missy,Great Dane,62,Female,8becb806-9c45-4336-b670-01c992b6994b,2024-01-04,35,10,114.9,Dog Ear Cleaner,11.49,Gentle ear cleaner solution for dogs,8becb806-9c45-4336-b670-01c992b6994b_20210418091600,fde24496-fcd5-4f0c-a24e-5f7be2516678,Marc,Lévêque,entraîner,06 57 93 50 01,5e0231aa-95ef-44e1-b4ac-0670e0f6d5b5,2024-03-04,Poète danger amour moyen.
175f8bd1-d16f-4e3c-aff8-698658a444c8,Camille,Rolland,camille.rolland@gmail.com,+33 5 55 32 85 90,"66, avenue Roland Klein
63515 Boucher",9d145196-eda2-494b-a51a-bcf7fe9d4987,Missy,Great Dane,62,Female,8becb806-9c45-4336-b670-01c992b6994b,2024-01-04,21,6,77.94,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,8becb806-9c45-4336-b670-01c992b6994b_20201224053013,fde24496-fcd5-4f0c-a24e-5f7be2516678,Marc,Lévêque,entraîner,06 57 93 50 01,5e0231aa-95ef-44e1-b4ac-0670e0f6d5b5,2024-03-04,Poète danger amour moyen.
175f8bd1-d16f-4e3c-aff8-698658a444c8,Camille,Rolland,camille.rolland@gmail.com,+33 5 55 32 85 90,"66, avenue Roland Klein
63515 Boucher",9d145196-eda2-494b-a51a-bcf7fe9d4987,Missy,Great Dane,62,Female,8becb806-9c45-4336-b670-01c992b6994b,2024-01-04,26,6,47.94,Dog Frisbee,7.99,Durable frisbee for outdoor play,8becb806-9c45-4336-b670-01c992b6994b_20220221170357,fde24496-fcd5-4f0c-a24e-5f7be2516678,Marc,Lévêque,entraîner,06 57 93 50 01,5e0231aa-95ef-44e1-b4ac-0670e0f6d5b5,2024-03-04,Poète danger amour moyen.
175f8bd1-d16f-4e3c-aff8-698658a444c8,Camille,Rolland,camille.rolland@gmail.com,+33 5 55 32 85 90,"66, avenue Roland Klein
63515 Boucher",9d145196-eda2-494b-a51a-bcf7fe9d4987,Missy,Great Dane,62,Female,8becb806-9c45-4336-b670-01c992b6994b,2024-01-04,1,5,104.95,Dog Food,20.99,High-quality dog food,8becb806-9c45-4336-b670-01c992b6994b_20211230060903,fde24496-fcd5-4f0c-a24e-5f7be2516678,Marc,Lévêque,entraîner,06 57 93 50 01,5e0231aa-95ef-44e1-b4ac-0670e0f6d5b5,2024-03-04,Poète danger amour moyen.
175f8bd1-d16f-4e3c-aff8-698658a444c8,Camille,Rolland,camille.rolland@gmail.com,+33 5 55 32 85 90,"66, avenue Roland Klein
63515 Boucher",9d145196-eda2-494b-a51a-bcf7fe9d4987,Missy,Great Dane,62,Female,8becb806-9c45-4336-b670-01c992b6994b,2024-01-04,6,5,79.95,Dog Shampoo,15.99,Gentle dog shampoo,8becb806-9c45-4336-b670-01c992b6994b_20211117203909,fde24496-fcd5-4f0c-a24e-5f7be2516678,Marc,Lévêque,entraîner,06 57 93 50 01,5e0231aa-95ef-44e1-b4ac-0670e0f6d5b5,2024-03-04,Poète danger amour moyen.
cb274605-a639-4575-8cf6-90b7b00f576f,Louis,Loiseau,louis.loiseau@outlook.com,0472061891,"86, boulevard de Étienne
60735 François",5554722d-6f74-47e1-b6a7-4293e521c40f,Marley,Poodle,72,Female,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b,2023-12-02,17,7,174.93,Dog Raincoat,24.99,Water-resistant dog raincoat,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b_20220622201649,249586ac-1e79-41fc-a22d-ba52298776e4,Sylvie,Blanchet,frapper,0567871973,1c148e08-3dda-4d66-bdc3-68f328d76a45,2024-02-25,Bas titre fleur pièce.
cb274605-a639-4575-8cf6-90b7b00f576f,Louis,Loiseau,louis.loiseau@outlook.com,0472061891,"86, boulevard de Étienne
60735 François",5554722d-6f74-47e1-b6a7-4293e521c40f,Marley,Poodle,72,Female,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b,2023-12-02,30,2,10.98,Dog Poop Bags,5.49,Biodegradable poop bags for easy cleanup,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b_20220313120713,249586ac-1e79-41fc-a22d-ba52298776e4,Sylvie,Blanchet,frapper,0567871973,1c148e08-3dda-4d66-bdc3-68f328d76a45,2024-02-25,Bas titre fleur pièce.
cb274605-a639-4575-8cf6-90b7b00f576f,Louis,Loiseau,louis.loiseau@outlook.com,0472061891,"86, boulevard de Étienne
60735 François",5554722d-6f74-47e1-b6a7-4293e521c40f,Marley,Poodle,72,Female,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b,2023-12-02,26,10,79.9,Dog Frisbee,7.99,Durable frisbee for outdoor play,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b_20200411054053,249586ac-1e79-41fc-a22d-ba52298776e4,Sylvie,Blanchet,frapper,0567871973,1c148e08-3dda-4d66-bdc3-68f328d76a45,2024-02-25,Bas titre fleur pièce.
cb274605-a639-4575-8cf6-90b7b00f576f,Louis,Loiseau,louis.loiseau@outlook.com,0472061891,"86, boulevard de Étienne
60735 François",5554722d-6f74-47e1-b6a7-4293e521c40f,Marley,Poodle,72,Female,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b,2023-12-02,14,9,107.91,Dog Dental Chews,11.99,Dental chews for oral health,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b_20230106015136,249586ac-1e79-41fc-a22d-ba52298776e4,Sylvie,Blanchet,frapper,0567871973,1c148e08-3dda-4d66-bdc3-68f328d76a45,2024-02-25,Bas titre fleur pièce.
cb274605-a639-4575-8cf6-90b7b00f576f,Louis,Loiseau,louis.loiseau@outlook.com,0472061891,"86, boulevard de Étienne
60735 François",5554722d-6f74-47e1-b6a7-4293e521c40f,Marley,Poodle,72,Female,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b,2023-12-02,6,10,159.9,Dog Shampoo,15.99,Gentle dog shampoo,4ef3c7d6-6923-48b8-9b22-83edd97f8a2b_20220720013516,249586ac-1e79-41fc-a22d-ba52298776e4,Sylvie,Blanchet,frapper,0567871973,1c148e08-3dda-4d66-bdc3-68f328d76a45,2024-02-25,Bas titre fleur pièce.
a2d2eb1c-dabd-488d-83a7-674346abf391,Maggie,Lefèvre,maggie.lefèvre@gmail.com,05 65 62 03 35,"177, rue Petit
97267 Sainte Cécile",fd27b381-f5f4-491d-960a-b5f27d2c328d,Sasha,Boxer,49,Female,875e7885-1e68-49da-a8dd-abf59bf131a0,2023-11-11,26,9,71.91,Dog Frisbee,7.99,Durable frisbee for outdoor play,875e7885-1e68-49da-a8dd-abf59bf131a0_20210319095750,adcec061-98f4-4206-aee6-68a613afe221,Maurice,Pinto,combat,+33 4 26 12 18 33,84c33d1e-a29e-4318-992a-7913c5881ce9,2024-02-14,Vingt habitant forêt dessus.
a2d2eb1c-dabd-488d-83a7-674346abf391,Maggie,Lefèvre,maggie.lefèvre@gmail.com,05 65 62 03 35,"177, rue Petit
97267 Sainte Cécile",fd27b381-f5f4-491d-960a-b5f27d2c328d,Sasha,Boxer,49,Female,875e7885-1e68-49da-a8dd-abf59bf131a0,2023-11-11,26,7,55.93,Dog Frisbee,7.99,Durable frisbee for outdoor play,875e7885-1e68-49da-a8dd-abf59bf131a0_20240119022138,adcec061-98f4-4206-aee6-68a613afe221,Maurice,Pinto,combat,+33 4 26 12 18 33,84c33d1e-a29e-4318-992a-7913c5881ce9,2024-02-14,Vingt habitant forêt dessus.
a2d2eb1c-dabd-488d-83a7-674346abf391,Maggie,Lefèvre,maggie.lefèvre@gmail.com,05 65 62 03 35,"177, rue Petit
97267 Sainte Cécile",fd27b381-f5f4-491d-960a-b5f27d2c328d,Sasha,Boxer,49,Female,875e7885-1e68-49da-a8dd-abf59bf131a0,2023-11-11,7,9,80.91,Pet Brush,8.99,Soft pet grooming brush,875e7885-1e68-49da-a8dd-abf59bf131a0_20230319084129,adcec061-98f4-4206-aee6-68a613afe221,Maurice,Pinto,combat,+33 4 26 12 18 33,84c33d1e-a29e-4318-992a-7913c5881ce9,2024-02-14,Vingt habitant forêt dessus.
a2d2eb1c-dabd-488d-83a7-674346abf391,Maggie,Lefèvre,maggie.lefèvre@gmail.com,05 65 62 03 35,"177, rue Petit
97267 Sainte Cécile",fd27b381-f5f4-491d-960a-b5f27d2c328d,Sasha,Boxer,49,Female,875e7885-1e68-49da-a8dd-abf59bf131a0,2023-11-11,33,2,7.98,Dog Training Clicker,3.99,Training clicker for positive reinforcement,875e7885-1e68-49da-a8dd-abf59bf131a0_20210930072901,adcec061-98f4-4206-aee6-68a613afe221,Maurice,Pinto,combat,+33 4 26 12 18 33,84c33d1e-a29e-4318-992a-7913c5881ce9,2024-02-14,Vingt habitant forêt dessus.
c7e70310-714d-479c-9160-bd0f9d09ed0a,Sébastien,Gilles,sébastien.gilles@outlook.com,+33 (0)6 98 32 84 05,"5, boulevard de Besnard
58833 Gilbert",85ec0dcd-14b4-4a6b-9584-6a1ce166edc8,Jackson,Australian Cattle Dog,54,Male,2d6964f2-c87f-4a8b-accd-e42fe0a851c9,2023-10-27,7,8,71.92,Pet Brush,8.99,Soft pet grooming brush,2d6964f2-c87f-4a8b-accd-e42fe0a851c9_20210628073027,0f884987-f915-4c89-bacc-ea234bda8bb2,Louise,Diallo,renoncer,+33 1 79 42 00 34,729d8f0d-7d24-4975-83aa-0bac39a270a8,2024-02-25,Lumière inquiéter cesser absence répandre.
c7e70310-714d-479c-9160-bd0f9d09ed0a,Sébastien,Gilles,sébastien.gilles@outlook.com,+33 (0)6 98 32 84 05,"5, boulevard de Besnard
58833 Gilbert",85ec0dcd-14b4-4a6b-9584-6a1ce166edc8,Jackson,Australian Cattle Dog,54,Male,2d6964f2-c87f-4a8b-accd-e42fe0a851c9,2023-10-27,13,10,299.9,Dog Grooming Kit,29.99,Complete grooming kit for dogs,2d6964f2-c87f-4a8b-accd-e42fe0a851c9_20220122053707,0f884987-f915-4c89-bacc-ea234bda8bb2,Louise,Diallo,renoncer,+33 1 79 42 00 34,729d8f0d-7d24-4975-83aa-0bac39a270a8,2024-02-25,Lumière inquiéter cesser absence répandre.
c7e70310-714d-479c-9160-bd0f9d09ed0a,Sébastien,Gilles,sébastien.gilles@outlook.com,+33 (0)6 98 32 84 05,"5, boulevard de Besnard
58833 Gilbert",85ec0dcd-14b4-4a6b-9584-6a1ce166edc8,Jackson,Australian Cattle Dog,54,Male,2d6964f2-c87f-4a8b-accd-e42fe0a851c9,2023-10-27,6,7,111.93,Dog Shampoo,15.99,Gentle dog shampoo,2d6964f2-c87f-4a8b-accd-e42fe0a851c9_20230311233947,0f884987-f915-4c89-bacc-ea234bda8bb2,Louise,Diallo,renoncer,+33 1 79 42 00 34,729d8f0d-7d24-4975-83aa-0bac39a270a8,2024-02-25,Lumière inquiéter cesser absence répandre.
d9f0b450-0619-44d5-b7c0-fdc481ad9f87,Aimée,Brun,aimée.brun@outlook.com,+33 4 90 29 89 18,"23, rue Brigitte Maréchal
71975 Sainte Lorraine",2e2cd49d-5cdb-45ed-bde2-98cbff768e64,Sydney,Border Collie,85,Female,437eab73-de62-4ac3-8d5e-68dbf4468329,2023-12-12,33,1,3.99,Dog Training Clicker,3.99,Training clicker for positive reinforcement,437eab73-de62-4ac3-8d5e-68dbf4468329_20231107145408,1712b6f5-3c8c-4f5c-b62e-82d3fe455907,David,Germain,long,+33 (0)2 52 94 81 92,eace5fc1-2f82-4f5a-9293-3f365b665b0a,2024-02-28,Cour préférer large enlever autre durer.
ed70e333-e01b-4833-96d2-6c4b3d8bce8f,Martine,Nicolas,martine.nicolas@gmail.com,+33 (0)3 58 49 43 73,"58, avenue de Rivière
34869 Sainte Paul-la-Forêt",3da38d3e-e4e2-4423-a5df-397998af09d2,Rufus,Shetland Sheepdog,59,Male,2f0625be-e1eb-4333-9abe-f8f7ed2eb20a,2023-11-10,26,6,47.94,Dog Frisbee,7.99,Durable frisbee for outdoor play,2f0625be-e1eb-4333-9abe-f8f7ed2eb20a_20211022092613,de8b80c8-143e-4dff-80be-3bff153498a9,Astrid,Roy,parler,+33 6 99 94 10 58,d35e68f2-7bc0-4302-979b-20140c43ee88,2024-02-07,Dès profiter rond alors violence coin y.
