owner_id,owner_first_name,owner_last_name,owner_age,owner_gender,owner_email,owner_phone,owner_address,dog_id,dog_name,dog_breed,dog_age,dog_gender,order_id,order_date,product_id,quantity,subtotal,product_name,product_price,product_description,transaction_id,veterinarian_id,veterinarian_first_name,veterinarian_last_name,veterinarian_gender,veterinarian_age,veterinarian_contact,appointment_id,appointment_date,appointment_purpose,veterinarian_specialization_id,specialty_name,fees
37b2cf41-8ac6-4d34-a46d-43fd6a8815af,Benjamin,Breton,80,Male,benjamin.breton@gmail.com,+33 6 98 20 80 99,"90, rue Boulanger
28518 Faivre",1b09d442-4f01-4028-843b-be33a302dd53,Izzy,Shih Tzu,82,Female,cdd69326-bbef-4b2a-95a7-9cffcd10c606,2024-02-10,3,9,359.91,Dog Bed,39.99,Comfortable dog bed,cdd69326-bbef-4b2a-95a7-9cffcd10c606_20200719230313,c55285fb-e2c4-4990-870a-7a2aafb6d41e,André,Payet,Male,84,+33 (0)1 70 71 46 20,fa1eb1ca-2935-4613-8e2c-353ccba7160c,2024-06-04,"Qualified to clean, adjust, and extract teeth in animals",5,Dentistry,800
b78cc875-3464-464e-9a8d-50c909f67a7b,Marie,Martel,28,Female,marie.martel@gmail.com,0586245253,"2, chemin de Letellier
05302 Sainte Gilbert-sur-Mer",1bbb6d85-5c7e-4be8-ac0c-caba04911e86,Sugar,Yorkshire Terrier,111,Female,8e0fe804-d77c-4078-99d8-f6812dc90e7e,2023-11-30,23,10,99.9,Dog Nail Clippers,9.99,Safe and easy-to-use nail clippers for dogs,8e0fe804-d77c-4078-99d8-f6812dc90e7e_20210712190433,5e4e1c69-26cc-40f8-9d86-f4fa8dd51aa2,Manon,Dubois,Female,43,0486711206,32e0f006-0aa1-429a-91f4-f749f04de434,2024-02-21,Advance animal well-being and provide accurate information,2,Animal Welfare,600
b78cc875-3464-464e-9a8d-50c909f67a7b,Marie,Martel,28,Female,marie.martel@gmail.com,0586245253,"2, chemin de Letellier
05302 Sainte Gilbert-sur-Mer",1bbb6d85-5c7e-4be8-ac0c-caba04911e86,Sugar,Yorkshire Terrier,111,Female,8e0fe804-d77c-4078-99d8-f6812dc90e7e,2023-11-30,33,9,35.91,Dog Training Clicker,3.99,Training clicker for positive reinforcement,8e0fe804-d77c-4078-99d8-f6812dc90e7e_20210628170713,5e4e1c69-26cc-40f8-9d86-f4fa8dd51aa2,Manon,Dubois,Female,43,0486711206,32e0f006-0aa1-429a-91f4-f749f04de434,2024-02-21,Advance animal well-being and provide accurate information,2,Animal Welfare,600
b78cc875-3464-464e-9a8d-50c909f67a7b,Marie,Martel,28,Female,marie.martel@gmail.com,0586245253,"2, chemin de Letellier
05302 Sainte Gilbert-sur-Mer",1bbb6d85-5c7e-4be8-ac0c-caba04911e86,Sugar,Yorkshire Terrier,111,Female,8e0fe804-d77c-4078-99d8-f6812dc90e7e,2023-11-30,8,5,99.95,Puppy Training Pads,19.99,Absorbent training pads,8e0fe804-d77c-4078-99d8-f6812dc90e7e_20220706060723,5e4e1c69-26cc-40f8-9d86-f4fa8dd51aa2,Manon,Dubois,Female,43,0486711206,32e0f006-0aa1-429a-91f4-f749f04de434,2024-02-21,Advance animal well-being and provide accurate information,2,Animal Welfare,600
b78cc875-3464-464e-9a8d-50c909f67a7b,Marie,Martel,28,Female,marie.martel@gmail.com,0586245253,"2, chemin de Letellier
05302 Sainte Gilbert-sur-Mer",1bbb6d85-5c7e-4be8-ac0c-caba04911e86,Sugar,Yorkshire Terrier,111,Female,8e0fe804-d77c-4078-99d8-f6812dc90e7e,2023-11-30,7,8,71.92,Pet Brush,8.99,Soft pet grooming brush,8e0fe804-d77c-4078-99d8-f6812dc90e7e_20221022175115,5e4e1c69-26cc-40f8-9d86-f4fa8dd51aa2,Manon,Dubois,Female,43,0486711206,32e0f006-0aa1-429a-91f4-f749f04de434,2024-02-21,Advance animal well-being and provide accurate information,2,Animal Welfare,600
b78cc875-3464-464e-9a8d-50c909f67a7b,Marie,Martel,28,Female,marie.martel@gmail.com,0586245253,"2, chemin de Letellier
05302 Sainte Gilbert-sur-Mer",1bbb6d85-5c7e-4be8-ac0c-caba04911e86,Sugar,Yorkshire Terrier,111,Female,8e0fe804-d77c-4078-99d8-f6812dc90e7e,2023-11-30,35,6,68.94,Dog Ear Cleaner,11.49,Gentle ear cleaner solution for dogs,8e0fe804-d77c-4078-99d8-f6812dc90e7e_20200628101659,5e4e1c69-26cc-40f8-9d86-f4fa8dd51aa2,Manon,Dubois,Female,43,0486711206,32e0f006-0aa1-429a-91f4-f749f04de434,2024-02-21,Advance animal well-being and provide accurate information,2,Animal Welfare,600
f060c53b-b127-4e14-bec0-bbfa338514e3,Anne,Chauveau,66,Female,anne.chauveau@outlook.com,+33 3 67 55 67 40,"48, boulevard Philippine Pasquier
95769 Ramos-sur-Collet",678fcc7e-7ec8-4fd6-a833-f1353c5116a0,Bo,Poodle,41,Male,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2,2024-01-11,30,1,5.49,Dog Poop Bags,5.49,Biodegradable poop bags for easy cleanup,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2_20220208192414,edadf2ae-e1ce-4ee2-bd2a-c4c68a14c30b,Maryse,Julien,Female,73,+33 3 45 24 75 27,d32bc4e7-8293-4260-a9fa-69db9ae71131,2024-05-29,Advance animal well-being and provide accurate information,2,Animal Welfare,600
f060c53b-b127-4e14-bec0-bbfa338514e3,Anne,Chauveau,66,Female,anne.chauveau@outlook.com,+33 3 67 55 67 40,"48, boulevard Philippine Pasquier
95769 Ramos-sur-Collet",678fcc7e-7ec8-4fd6-a833-f1353c5116a0,Bo,Poodle,41,Male,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2,2024-01-11,24,6,179.94,Dog Harness with Leash,29.99,Adjustable harness with matching leash,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2_20200716061645,edadf2ae-e1ce-4ee2-bd2a-c4c68a14c30b,Maryse,Julien,Female,73,+33 3 45 24 75 27,d32bc4e7-8293-4260-a9fa-69db9ae71131,2024-05-29,Advance animal well-being and provide accurate information,2,Animal Welfare,600
f060c53b-b127-4e14-bec0-bbfa338514e3,Anne,Chauveau,66,Female,anne.chauveau@outlook.com,+33 3 67 55 67 40,"48, boulevard Philippine Pasquier
95769 Ramos-sur-Collet",678fcc7e-7ec8-4fd6-a833-f1353c5116a0,Bo,Poodle,41,Male,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2,2024-01-11,18,7,59.43,Squeaky Plush Toy,8.49,Cute squeaky plush toy for dogs,3694e8b5-ef87-421f-8d15-d2d5f26e7dc2_20200322221355,edadf2ae-e1ce-4ee2-bd2a-c4c68a14c30b,Maryse,Julien,Female,73,+33 3 45 24 75 27,d32bc4e7-8293-4260-a9fa-69db9ae71131,2024-05-29,Advance animal well-being and provide accurate information,2,Animal Welfare,600
21230782-7719-441f-b6f6-345e84305ca3,Emmanuel,Coste,53,Male,emmanuel.coste@gmail.com,+33 (0)5 36 62 29 43,"59, rue Lucie Mahe
72740 Vidal",08f1009f-186f-43d8-88c4-9719f2a4f83b,Zoe,Saint Bernard,1,Female,f9e81614-b57e-4c9b-a22c-918858c93f3e,2024-01-24,28,7,118.93,Dog Puzzle Toy,16.99,Brain-stimulating puzzle toy for dogs,f9e81614-b57e-4c9b-a22c-918858c93f3e_20230926123223,0bcaca98-175b-4031-b22f-29c114ff8512,Constance,Guillot,Female,72,02 58 11 27 79,c1bf15ec-1a64-4216-8d02-e6cf6bb92703,2024-04-11,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
21230782-7719-441f-b6f6-345e84305ca3,Emmanuel,Coste,53,Male,emmanuel.coste@gmail.com,+33 (0)5 36 62 29 43,"59, rue Lucie Mahe
72740 Vidal",08f1009f-186f-43d8-88c4-9719f2a4f83b,Zoe,Saint Bernard,1,Female,f9e81614-b57e-4c9b-a22c-918858c93f3e,2024-01-24,21,6,77.94,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,f9e81614-b57e-4c9b-a22c-918858c93f3e_20220128152752,0bcaca98-175b-4031-b22f-29c114ff8512,Constance,Guillot,Female,72,02 58 11 27 79,c1bf15ec-1a64-4216-8d02-e6cf6bb92703,2024-04-11,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
21230782-7719-441f-b6f6-345e84305ca3,Emmanuel,Coste,53,Male,emmanuel.coste@gmail.com,+33 (0)5 36 62 29 43,"59, rue Lucie Mahe
72740 Vidal",08f1009f-186f-43d8-88c4-9719f2a4f83b,Zoe,Saint Bernard,1,Female,f9e81614-b57e-4c9b-a22c-918858c93f3e,2024-01-24,3,7,279.93,Dog Bed,39.99,Comfortable dog bed,f9e81614-b57e-4c9b-a22c-918858c93f3e_20200520145821,0bcaca98-175b-4031-b22f-29c114ff8512,Constance,Guillot,Female,72,02 58 11 27 79,c1bf15ec-1a64-4216-8d02-e6cf6bb92703,2024-04-11,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
21230782-7719-441f-b6f6-345e84305ca3,Emmanuel,Coste,53,Male,emmanuel.coste@gmail.com,+33 (0)5 36 62 29 43,"59, rue Lucie Mahe
72740 Vidal",08f1009f-186f-43d8-88c4-9719f2a4f83b,Zoe,Saint Bernard,1,Female,f9e81614-b57e-4c9b-a22c-918858c93f3e,2024-01-24,5,10,74.9,Chew Bone,7.49,Natural chew bone,f9e81614-b57e-4c9b-a22c-918858c93f3e_20230104044207,0bcaca98-175b-4031-b22f-29c114ff8512,Constance,Guillot,Female,72,02 58 11 27 79,c1bf15ec-1a64-4216-8d02-e6cf6bb92703,2024-04-11,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
372742d6-f8a6-4170-b76a-546da70cb628,Thérèse,Olivier,50,Female,thérèse.olivier@outlook.com,+33 2 48 41 70 95,"89, boulevard Martel
54983 Bonnet-sur-Lagarde",c7cfcd3c-4c1e-4470-8806-833cc9babf13,Scooter,Shih Tzu,77,Male,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9,2023-12-11,35,8,91.92,Dog Ear Cleaner,11.49,Gentle ear cleaner solution for dogs,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9_20201202193722,9a922b19-7416-4a0c-b53e-e71c5476b010,Dorothée,Giraud,Female,39,+33 (0)3 70 07 75 38,c2ba4a03-2f43-476c-95e9-74e6eb00404d,2024-05-17,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
372742d6-f8a6-4170-b76a-546da70cb628,Thérèse,Olivier,50,Female,thérèse.olivier@outlook.com,+33 2 48 41 70 95,"89, boulevard Martel
54983 Bonnet-sur-Lagarde",c7cfcd3c-4c1e-4470-8806-833cc9babf13,Scooter,Shih Tzu,77,Male,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9,2023-12-11,34,9,85.41,Dog Tug Toy,9.49,Interactive tug-of-war toy for dogs,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9_20200822131807,9a922b19-7416-4a0c-b53e-e71c5476b010,Dorothée,Giraud,Female,39,+33 (0)3 70 07 75 38,c2ba4a03-2f43-476c-95e9-74e6eb00404d,2024-05-17,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
372742d6-f8a6-4170-b76a-546da70cb628,Thérèse,Olivier,50,Female,thérèse.olivier@outlook.com,+33 2 48 41 70 95,"89, boulevard Martel
54983 Bonnet-sur-Lagarde",c7cfcd3c-4c1e-4470-8806-833cc9babf13,Scooter,Shih Tzu,77,Male,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9,2023-12-11,5,9,67.41,Chew Bone,7.49,Natural chew bone,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9_20200423171240,9a922b19-7416-4a0c-b53e-e71c5476b010,Dorothée,Giraud,Female,39,+33 (0)3 70 07 75 38,c2ba4a03-2f43-476c-95e9-74e6eb00404d,2024-05-17,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
372742d6-f8a6-4170-b76a-546da70cb628,Thérèse,Olivier,50,Female,thérèse.olivier@outlook.com,+33 2 48 41 70 95,"89, boulevard Martel
54983 Bonnet-sur-Lagarde",c7cfcd3c-4c1e-4470-8806-833cc9babf13,Scooter,Shih Tzu,77,Male,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9,2023-12-11,17,10,249.9,Dog Raincoat,24.99,Water-resistant dog raincoat,aaf699fe-ff6b-4e7e-8d90-1afcd67e34c9_20230609212715,9a922b19-7416-4a0c-b53e-e71c5476b010,Dorothée,Giraud,Female,39,+33 (0)3 70 07 75 38,c2ba4a03-2f43-476c-95e9-74e6eb00404d,2024-05-17,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
ced8331e-6966-4c5d-83be-8d4254e8ce56,Vincent,Bouchet,60,Male,vincent.bouchet@gmail.com,+33 2 40 42 53 12,"31, avenue de Moreno
82762 Alves-la-Forêt",d7a6a0f1-45f0-4501-93fa-9e51b6394c07,Sparky,Australian Shepherd,2,Male,f8e47ff4-e30f-40bd-ad74-9eb0ccf0ba0d,2023-11-09,34,4,37.96,Dog Tug Toy,9.49,Interactive tug-of-war toy for dogs,f8e47ff4-e30f-40bd-ad74-9eb0ccf0ba0d_20220827044348,e8a4b156-4f49-4cec-8ab3-df0bac4ec561,Alexandrie,Blot,Female,30,+33 7 92 37 99 98,7284741c-4b07-4033-94b5-3358a6728873,2024-02-23,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
20ae03ea-65f5-415f-b24c-602cddf89d24,Laurent,Renault,40,Male,laurent.renault@outlook.com,01 64 84 34 56,"6, chemin Guichard
43884 Bouchetdan",166dfd90-4c7b-4cce-be09-8af1213f0cea,Champ,Cocker Spaniel,26,Male,9ee648c2-9775-4d30-b5f2-8c87cde22f04,2023-11-19,4,2,25.98,Dog Collar,12.99,Stylish dog collar,9ee648c2-9775-4d30-b5f2-8c87cde22f04_20201126114709,56198bae-73d7-48ba-87b3-c7922d04063e,André,Boyer,Male,36,02 79 42 22 02,61d5be3b-9608-43f1-b6cc-09bcd0e75b6c,2024-04-19,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
26aa1dce-8c2a-4227-8515-c900e4b17877,Paulette,Léger,84,Female,paulette.léger@outlook.com,+33 (0)5 40 10 49 99,"291, rue Garnier
68798 Delahaye",0e717b14-ea25-4c1c-85fa-d763fc15bacc,Ruby,Akita,44,Female,7e2381eb-24f2-4bd8-ab2c-42aec0cff6e8,2024-02-17,19,2,31.98,Dog Sunglasses,15.99,UV-protective sunglasses for dogs,7e2381eb-24f2-4bd8-ab2c-42aec0cff6e8_20200724001002,a1f863c4-0d3f-482a-a3e2-671ca7613102,Audrey,Maurice,Female,80,05 64 38 53 86,3a4f7367-c639-488b-b984-9ceeac4128a0,2024-04-05,"Work with domestic birds like chickens, turkeys, and ducks in food production",14,Poultry Veterinary Medicine,670
26aa1dce-8c2a-4227-8515-c900e4b17877,Paulette,Léger,84,Female,paulette.léger@outlook.com,+33 (0)5 40 10 49 99,"291, rue Garnier
68798 Delahaye",0e717b14-ea25-4c1c-85fa-d763fc15bacc,Ruby,Akita,44,Female,7e2381eb-24f2-4bd8-ab2c-42aec0cff6e8,2024-02-17,25,9,179.91,Dog Backpack,19.99,Backpack for dogs to carry essentials on walks,7e2381eb-24f2-4bd8-ab2c-42aec0cff6e8_20200702183001,a1f863c4-0d3f-482a-a3e2-671ca7613102,Audrey,Maurice,Female,80,05 64 38 53 86,3a4f7367-c639-488b-b984-9ceeac4128a0,2024-04-05,"Work with domestic birds like chickens, turkeys, and ducks in food production",14,Poultry Veterinary Medicine,670
08d6e87f-1629-480a-86df-b0301767e41c,Marc,Legendre,44,Male,marc.legendre@gmail.com,06 34 37 76 88,"74, avenue Frédérique Turpin
27759 Saint Nicole",10264d5a-8abe-4f85-81bf-ca8b1d371cf8,Charlie,Boxer,100,Female,c1131800-5610-44a3-a49f-e50a2d0a86d4,2023-10-24,24,10,299.9,Dog Harness with Leash,29.99,Adjustable harness with matching leash,c1131800-5610-44a3-a49f-e50a2d0a86d4_20200411174455,fd84abd4-6a68-49a2-a81b-7268007540b3,Dominique,Launay,Female,64,+33 (0)3 88 11 72 01,8e6c218d-508f-4bde-b260-2742d778b976,2024-05-28,"Work with domestic birds like chickens, turkeys, and ducks in food production",14,Poultry Veterinary Medicine,670
08d6e87f-1629-480a-86df-b0301767e41c,Marc,Legendre,44,Male,marc.legendre@gmail.com,06 34 37 76 88,"74, avenue Frédérique Turpin
27759 Saint Nicole",10264d5a-8abe-4f85-81bf-ca8b1d371cf8,Charlie,Boxer,100,Female,c1131800-5610-44a3-a49f-e50a2d0a86d4,2023-10-24,21,1,12.99,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,c1131800-5610-44a3-a49f-e50a2d0a86d4_20200404035145,fd84abd4-6a68-49a2-a81b-7268007540b3,Dominique,Launay,Female,64,+33 (0)3 88 11 72 01,8e6c218d-508f-4bde-b260-2742d778b976,2024-05-28,"Work with domestic birds like chickens, turkeys, and ducks in food production",14,Poultry Veterinary Medicine,670
4f06d8df-4649-4366-b7d0-f36f106884f5,Paul,Gilles,41,Male,paul.gilles@gmail.com,+33 1 88 12 80 14,"30, rue Valérie Boucher
21221 Pruvost",2ceff96a-fd8a-462f-b7c3-0b09f51c873b,Ellie,Labrador Retriever,22,Female,5606c129-44e7-4390-b553-97bf36789a83,2024-02-02,23,2,19.98,Dog Nail Clippers,9.99,Safe and easy-to-use nail clippers for dogs,5606c129-44e7-4390-b553-97bf36789a83_20200901165531,8737c491-dc1a-4d07-bbc9-95c22b1c83c8,Alexandrie,Pascal,Female,84,0172184852,c4764487-d09c-4555-9c34-eb10969fdf0e,2024-02-25,Manage animals diets and develop nutrition plans for sick animals,11,Nutrition,580
b3e8299d-973e-426f-b315-6a5085270d08,Alex,Fontaine,76,Female,alex.fontaine@gmail.com,+33 (0)2 28 48 85 12,"79, avenue de Picard
10104 Jourdan",a526ab60-896c-4f7e-951d-b8bca139edc2,Maya,French Bulldog,71,Female,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f,2024-02-12,27,6,83.94,Dog Paw Balm,13.99,Moisturizing paw balm for dogs,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f_20200106205321,9377e63e-8cdd-4115-b30e-bb0b3caf2a57,Thibault,Collet,Male,66,+33 (0)6 36 52 31 34,b0968835-d337-4056-a25e-4f90c4575d28,2024-04-28,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
b3e8299d-973e-426f-b315-6a5085270d08,Alex,Fontaine,76,Female,alex.fontaine@gmail.com,+33 (0)2 28 48 85 12,"79, avenue de Picard
10104 Jourdan",a526ab60-896c-4f7e-951d-b8bca139edc2,Maya,French Bulldog,71,Female,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f,2024-02-12,21,5,64.95,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f_20231030054148,9377e63e-8cdd-4115-b30e-bb0b3caf2a57,Thibault,Collet,Male,66,+33 (0)6 36 52 31 34,b0968835-d337-4056-a25e-4f90c4575d28,2024-04-28,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
b3e8299d-973e-426f-b315-6a5085270d08,Alex,Fontaine,76,Female,alex.fontaine@gmail.com,+33 (0)2 28 48 85 12,"79, avenue de Picard
10104 Jourdan",a526ab60-896c-4f7e-951d-b8bca139edc2,Maya,French Bulldog,71,Female,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f,2024-02-12,21,10,129.9,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,91aa9acc-0560-4954-ab8c-fa5f47f0dc0f_20210614204900,9377e63e-8cdd-4115-b30e-bb0b3caf2a57,Thibault,Collet,Male,66,+33 (0)6 36 52 31 34,b0968835-d337-4056-a25e-4f90c4575d28,2024-04-28,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
